character_id,name,race,class,level,region_id,profession_primary,profession_secondary,gold,achievement_points,household_id,guild_id,gender,age,birth_date,education_level,relationship_status,num_children
7925,Grom Dragonmaw,Orc,Warrior,1,5,Leatherworking,Skinning,20467.227,22242,3603,42,Male,35,1487-06-26,Basic,Married,2
5128,Blackhand Warsong,Orc,Demon Hunter,114,5,Enchanting,Engineering,317.79013,20114,3603,44,Male,36,1209-10-01,Basic,Divorced,1
5131,Trag Grimtotem,Tauren,Paladin,3,10,Blacksmithing,Mining,2052.4495,20541,3604,66,Female,42,1246-07-13,Basic,Single,3
5132,Jarod Moonwhisper,Night Elf,Mage,2,1,Herbalism,Herbalism,2070.6423,12926,3605,36,Female,61,1559-07-27,Advanced,Widowed,1
7534,Mathias Crowley,Human,Monk,10,1,Enchanting,Leatherworking,247.82123,8698,3605,11,Male,48,1600-10-22,Basic,Single,4
5133,Durotan Bleeding Hollow,Orc,Rogue,4,6,Leatherworking,Enchanting,14496.168,3432,3606,58,Male,41,1573-11-23,None,Married,1
2080,Kurdran Thunderbrew,Dwarf,Hunter,1,6,Engineering,Herbalism,58.119846,13887,3606,38,Male,37,1789-12-18,Basic,Single,3
5134,Tirion Prestor,Human,Warlock,2,3,Jewelcrafting,Skinning,246.67104,10580,3607,61,Female,38,1414-12-09,Basic,Single,0
5135,Lorna Wrynn,Human,Monk,4,2,Tailoring,Blacksmithing,3947.9744,13657,3608,1,Male,38,1198-10-15,Basic,Married,0
4272,Jaina Proudmoore,Human,Hunter,1,2,Mining,Enchanting,668.15527,2475,3608,27,Male,51,1129-01-22,Advanced,Divorced,0
5136,Uther Proudmoore,Human,Demon Hunter,1,6,Enchanting,Leatherworking,304060.22,13673,3609,13,Female,41,1230-06-24,Basic,Married,2
5137,Shandris Ravencrest,Night Elf,Mage,105,9,Herbalism,Engineering,62.301098,18566,3610,9,Male,42,1163-08-23,Basic,Single,3
5138,Kael'thas Sunreaver,Blood Elf,Mage,1,6,Leatherworking,Engineering,244.74821,1548,3611,44,Male,77,1615-04-21,Basic,Married,4
5139,Ishanah Starweaver,Draenei,Shaman,1,10,Skinning,Jewelcrafting,598.06146,9707,3612,64,Male,34,1832-02-15,Basic,Divorced,1
4063,Naisha Staghelm,Night Elf,Rogue,1,10,Tailoring,Blacksmithing,65651.852,4070,3612,48,Female,58,1486-03-05,Advanced,Widowed,2
5141,Fendrig Thaurissan,Dwarf,Priest,6,5,Skinning,Mining,14752.205,1109,3613,,Male,34,1947-08-20,Basic,Single,0
5142,Jaina Crowley,Human,Mage,1,2,Alchemy,Blacksmithing,151227.86,21591,3614,97,Female,42,1772-07-18,Advanced,Single,2
5143,Baine Skychaser,Tauren,Rogue,4,6,Engineering,Leatherworking,2085.0291,1234,3615,49,Female,46,1427-07-12,None,Married,5
5145,Tirion VanCleef,Human,Warlock,8,4,Engineering,Skinning,2942.1104,10563,3616,7,Female,44,1262-04-23,None,Widowed,1
564,Thrall Saurfang,Orc,Warrior,14,4,Enchanting,Tailoring,13772.811,17803,3616,14,Male,45,1136-11-14,Basic,Single,2
5146,Mathias Shaw,Human,Hunter,1,7,Engineering,Jewelcrafting,17176.66,995,3617,16,Male,40,1685-06-01,Basic,Married,0
5148,Fandral Bearmantle,Night Elf,Hunter,1,4,Enchanting,Tailoring,2177.4399,6616,3618,40,Female,41,1158-06-14,None,Married,2
5149,Druz Gearspanner,Goblin,Paladin,1,2,Jewelcrafting,Engineering,22009.609,2082,3619,,Female,70,1364-09-02,Advanced,Single,3
5150,Blackhand Warsong,Orc,Druid,2,10,Blacksmithing,Mining,9490.0039,20233,3620,80,Female,50,1183-01-18,Basic,Married,0
2400,Amelia Windrunner,Undead,Priest,93,6,Mining,Blacksmithing,3217.3833,18853,3621,5,Male,30,1451-01-13,Basic,Married,2
5151,Pathaleon Sanguinar,Blood Elf,Priest,1,6,Blacksmithing,Leatherworking,1683.4371,24294,3621,,Female,43,1648-12-05,Advanced,Single,0
5152,Druz Sparkbolt,Goblin,Monk,1,9,Jewelcrafting,Engineering,528.1452,7081,3622,54,Female,39,1734-11-24,Master,Single,0
5154,Ishanah Soulpriest,Draenei,Mage,1,10,Engineering,Herbalism,7014.0996,15162,3623,37,Male,40,1164-04-09,Master,Single,2
5155,Magatha Earthfury,Tauren,Warlock,7,7,Tailoring,Herbalism,1106.0759,10611,3624,81,Female,32,1163-07-03,None,Married,3
1113,Anduin Prestor,Human,Mage,2,7,Enchanting,Enchanting,284.26392,20782,3624,20,Female,44,1224-06-25,Advanced,Widowed,4
5157,Nazgrel Frostwolf,Orc,Druid,69,4,Alchemy,Jewelcrafting,113524.28,12520,3625,90,Female,39,1527-04-07,Basic,Divorced,3
5158,Krix Sparkbolt,Goblin,Priest,12,5,Engineering,Leatherworking,10821.308,22123,3626,27,Male,34,1440-03-11,Advanced,Widowed,0
3981,Aponi Thunderhorn,Tauren,Priest,9,8,Tailoring,Blacksmithing,3017.2336,5044,3627,94,Male,35,1244-05-03,Basic,Married,0
5160,Rastakhan Voodoomaster,Troll,Warrior,3,8,Alchemy,Leatherworking,5254.4482,21087,3627,43,Female,70,1562-12-02,Advanced,Married,0
5161,Varian Wrynn,Human,Mage,7,5,Engineering,Skinning,338.42767,4918,3628,56,Female,57,1752-12-14,Advanced,Divorced,3
5162,Amelia Felstorm,Undead,Mage,3,1,Leatherworking,Enchanting,479.12198,11584,3629,,Male,60,1999-03-07,None,Single,0
5165,Druz Boomfizzle,Goblin,Shaman,4,3,Engineering,Engineering,6144.2173,5560,3630,1,Male,49,1574-10-18,Basic,Married,3
5166,Meryl Voss,Undead,Monk,1,7,Alchemy,Alchemy,170.52986,4951,3631,,Male,32,1586-07-06,Basic,Single,1
5167,Lilian Zelling,Undead,Hunter,5,4,Tailoring,Mining,3991.0662,20251,3632,88,Female,28,1626-08-27,Basic,Married,2
5168,Vanessa Shaw,Human,Rogue,16,5,Jewelcrafting,Enchanting,27295.492,16169,3633,40,Female,48,1264-01-03,Basic,Single,1
5169,Mathias Menethil,Human,Paladin,1,2,Enchanting,Tailoring,348.01004,8061,3634,,Male,32,1959-11-17,Advanced,Married,1
5170,Brann Anvilmar,Dwarf,Death Knight,1,5,Enchanting,Engineering,8927.4141,13873,3635,37,Male,38,1631-10-15,Basic,Single,0
5171,Tinkmaster Manastorm,Gnome,Monk,3,2,Skinning,Alchemy,7409.3716,22348,3636,42,Female,44,1386-01-09,Advanced,Married,0
5174,Jaina Shaw,Human,Hunter,15,9,Leatherworking,Enchanting,2531.9639,18516,3637,80,Male,41,1737-01-28,Advanced,Single,0
5176,Cordana Staghelm,Night Elf,Priest,2,10,Mining,Leatherworking,512.84033,3497,3638,,Male,35,1990-01-22,None,Single,0
5179,Bael Stormpike,Dwarf,Paladin,4,2,Alchemy,Engineering,26439.273,13596,3639,4,Male,38,1213-07-17,Basic,Divorced,3
5180,Calia Windrunner,Undead,Rogue,11,7,Herbalism,Mining,136.60332,17963,3640,21,Female,33,1103-02-23,Advanced,Married,3
906,Anduin Mograine,Human,Monk,28,3,Tailoring,Skinning,1268.4102,3659,3641,99,Male,36,1969-12-27,Master,Married,1
5182,Halford Crowley,Worgen,Priest,15,3,Herbalism,Herbalism,602.08325,15172,3641,17,Female,50,1847-06-12,Advanced,Widowed,1
5183,Grom Hellscream,Orc,Warrior,1,3,Alchemy,Blacksmithing,605.43451,24409,3642,53,Male,38,1726-05-23,Advanced,Single,4
5184,Ivar Shadowbane,Worgen,Rogue,4,6,Engineering,Tailoring,1976.6844,7018,3643,88,Male,44,1044-04-11,Basic,Single,1
5186,Meryl Voss,Undead,Warrior,4,2,Enchanting,Alchemy,1390.4823,22911,3644,38,Female,44,1080-12-14,None,Single,4
5187,Lorna Fordring,Human,Death Knight,38,3,Skinning,Leatherworking,495.80249,9102,3645,47,Male,40,1728-03-14,Basic,Divorced,4
5189,Arthas Menethil,Human,Monk,2,6,Skinning,Enchanting,241.24048,15264,3646,90,Female,39,1647-02-27,Master,Single,1
5190,Malfurion Whisperwind,Night Elf,Druid,1,2,Engineering,Jewelcrafting,9979.2813,18725,3647,47,Female,40,1266-05-02,Basic,Single,1
2425,Gunther Barthalomew,Undead,Shaman,3,8,Tailoring,Herbalism,3757.0977,4043,3648,83,Male,38,1198-05-01,None,Divorced,4
5191,Jarod Moonwhisper,Night Elf,Druid,1,8,Tailoring,Leatherworking,105947.42,24962,3648,,Female,41,1960-12-09,None,Married,1
5192,Varian VanCleef,Human,Priest,1,9,Jewelcrafting,Mining,10842.53,8927,3649,,Female,35,1149-02-21,Advanced,Single,0
5193,Lilian Barthalomew,Undead,Rogue,1,7,Skinning,Enchanting,4063.6384,14533,3650,29,Female,45,1087-03-18,Basic,Divorced,2
5194,Meryl Felstorm,Undead,Rogue,11,2,Herbalism,Skinning,8448.417,5853,3651,,Male,51,1699-08-15,Basic,Married,1
5196,Cairne Thunderhorn,Tauren,Priest,1,6,Engineering,Engineering,303.10358,24094,3652,17,Male,43,1045-02-11,Advanced,Single,0
4791,Jaina Wrynn,Human,Warrior,1,7,Leatherworking,Tailoring,10197.614,22272,3653,5,Female,66,1420-08-16,Basic,Married,3
5198,Grom Thunderlord,Orc,Priest,7,7,Jewelcrafting,Leatherworking,8319.418,13088,3653,84,Male,66,1846-08-14,Advanced,Single,0
5199,Bael Deepforge,Dwarf,Warlock,60,4,Enchanting,Enchanting,5745.4663,8159,3654,38,Female,42,1349-01-31,Basic,Single,0
5200,Rehgar Bladefist,Orc,Mage,85,5,Mining,Blacksmithing,165.75012,6001,3655,61,Male,34,1545-01-26,Basic,Married,2
5201,Sen'jin Hexer,Troll,Druid,5,9,Blacksmithing,Alchemy,187.3869,12746,3656,,Female,38,1272-08-27,Advanced,Single,2
5202,Arthas Crowley,Human,Warlock,1,10,Mining,Skinning,10721.311,15160,3657,12,Female,31,1495-01-25,Basic,Divorced,0
5203,Bolvar Fordring,Human,Rogue,2,7,Jewelcrafting,Tailoring,2160.4546,3067,3658,98,Male,39,1283-05-10,Advanced,Single,0
5205,Eitrigg Doomhammer,Orc,Rogue,2,10,Tailoring,Skinning,492.63663,3378,3659,47,Male,44,1100-03-27,Advanced,Married,2
5206,Leonid Menethil,Undead,Paladin,1,5,Blacksmithing,Leatherworking,907678.13,18807,3660,,Male,50,1831-05-31,Advanced,Married,0
5207,Magni Ironforge,Dwarf,Warrior,5,10,Jewelcrafting,Jewelcrafting,428.51285,17856,3661,,Male,29,1408-04-21,Basic,Divorced,0
5209,Maraad Lightwarden,Draenei,Demon Hunter,3,4,Engineering,Herbalism,4074.2578,21024,3662,81,Male,39,1418-02-21,Advanced,Single,0
1317,Blackhand Saurfang,Orc,Death Knight,3,4,Herbalism,Herbalism,49920.969,9121,3662,55,Female,46,1205-05-11,Basic,Divorced,3
5210,Hobart Zapnozzle,Goblin,Shaman,2,9,Jewelcrafting,Skinning,321346.22,17013,3663,,Female,33,1479-03-07,Basic,Single,1
5212,Naielle Starweaver,Draenei,Paladin,2,10,Mining,Jewelcrafting,2644.6523,14288,3664,78,Male,61,2003-01-31,Advanced,Single,0
5213,Calia Mograine,Undead,Warrior,4,3,Jewelcrafting,Mining,1132.0845,2726,3665,16,Male,53,1369-11-10,None,Single,2
5214,Falstad Thaurissan,Dwarf,Warlock,1,2,Herbalism,Alchemy,187.95724,21180,3666,6,Male,35,1232-05-05,Advanced,Single,2
5216,Uther Menethil,Human,Druid,4,3,Alchemy,Blacksmithing,1944.7887,3378,3667,50,Female,33,1638-01-12,Advanced,Single,2
5217,Garrosh Dragonmaw,Orc,Warlock,1,7,Skinning,Herbalism,518.94897,6307,3668,94,Female,36,1518-06-16,Basic,Divorced,4
2021,Durotan Warsong,Orc,Hunter,28,5,Leatherworking,Blacksmithing,217.15948,12577,3669,27,Male,90,1530-05-19,None,Married,1
5218,Megs Goldgrubber,Goblin,Druid,2,5,Mining,Jewelcrafting,2848.0608,14875,3669,,Male,63,1541-05-06,None,Married,3
265,Bolvar Crowley,Human,Warrior,1,5,Tailoring,Enchanting,2440.5867,20075,3669,7,Male,81,1310-09-12,Advanced,Single,0
5220,Genn Mistmantle,Worgen,Hunter,2,3,Engineering,Engineering,955.49335,13460,3670,44,Female,52,1833-01-19,None,Single,4
5221,Halford Mistmantle,Worgen,Paladin,1,6,Skinning,Engineering,1165.543,17154,3671,,Female,31,1732-03-13,Basic,Single,1
5222,Bolvar VanCleef,Human,Rogue,1,8,Tailoring,Skinning,13930.568,8883,3672,51,Male,29,1709-08-10,Basic,Married,3
5224,Moira Anvilmar,Dwarf,Paladin,1,1,Skinning,Mining,2582.999,18612,3673,16,Female,40,1034-10-18,Basic,Divorced,1
6027,Toshley Mekkatorque,Gnome,Priest,8,1,Tailoring,Blacksmithing,374.21677,21358,3673,44,Female,33,1470-10-15,Basic,Single,1
5225,Jarod Staghelm,Night Elf,Hunter,1,3,Engineering,Blacksmithing,923.90936,16722,3674,40,Male,43,1165-10-10,None,Divorced,3
5226,Garona Thunderlord,Orc,Paladin,2,7,Skinning,Mining,878.69275,19768,3675,67,Male,51,1593-01-03,Basic,Single,0
5228,Restalaan Lightforged,Draenei,Paladin,1,5,Leatherworking,Herbalism,1773.0575,3102,3676,42,Female,35,1518-08-13,Basic,Single,4
5229,Astalor Sunfury,Blood Elf,Warrior,3,10,Mining,Alchemy,666.87805,11254,3677,65,Female,45,1435-09-28,Advanced,Widowed,3
5230,Anduin Fordragon,Human,Paladin,74,8,Blacksmithing,Alchemy,13112.943,8400,3678,,Female,38,1644-06-02,Basic,Married,0
5232,Tinkmaster Gearloose,Gnome,Death Knight,3,7,Blacksmithing,Tailoring,52331.109,6958,3679,32,Female,42,1732-08-31,Basic,Widowed,1
5233,Uther VanCleef,Human,Warrior,2,9,Engineering,Alchemy,164271.39,2927,3680,100,Male,53,1894-12-10,Basic,Married,0
5234,Durotan Bleeding Hollow,Orc,Rogue,5,5,Blacksmithing,Blacksmithing,53309.773,5784,3681,68,Male,46,1480-10-01,Basic,Single,3
5235,Nazgrel Hellscream,Orc,Warrior,2,9,Blacksmithing,Enchanting,27.805946,21904,3682,78,Male,33,1847-01-10,Basic,Single,0
5236,Astalor Bloodsworn,Blood Elf,Rogue,1,6,Skinning,Mining,373.36493,7852,3683,90,Female,42,1399-11-16,None,Single,2
4774,Anduin Crowley,Human,Warlock,1,5,Alchemy,Jewelcrafting,1693.8549,17404,3684,,Female,42,1495-10-12,Basic,Married,4
5237,Gavan Wildhammer,Dwarf,Paladin,7,5,Mining,Jewelcrafting,13807.298,5918,3684,38,Male,25,1513-07-13,Advanced,Married,5
5239,Lor'themar Bloodsworn,Blood Elf,Warrior,2,10,Engineering,Herbalism,687.95056,18603,3685,,Female,37,1782-04-08,Basic,Married,5
5241,Adalyn Wyrmbane,Worgen,Warrior,1,6,Jewelcrafting,Herbalism,593.5509,11201,3686,,Male,30,1563-07-23,Basic,Married,2
5242,Brann Thaurissan,Dwarf,Warlock,4,4,Skinning,Skinning,1286.0967,17763,3687,47,Male,35,1946-01-19,Advanced,Married,1
7950,Alonsus Felstorm,Undead,Hunter,1,2,Alchemy,Skinning,3883.9287,2487,3688,96,Female,28,1661-01-03,Advanced,Single,0
5244,Blackhand Saurfang,Orc,Druid,5,2,Blacksmithing,Enchanting,29222.855,15690,3688,31,Female,33,1791-12-05,Master,Married,0
5245,Sylvanas Windrunner,Undead,Demon Hunter,6,9,Leatherworking,Tailoring,1241.452,1396,3689,51,Female,30,1897-08-05,Master,Single,0
3431,Trag Grimtotem,Tauren,Hunter,9,9,Leatherworking,Blacksmithing,326.96786,17310,3689,32,Female,35,1799-06-26,Advanced,Married,1
9823,Vanessa Fordring,Human,Monk,1,9,Skinning,Engineering,2063.5508,21168,3689,2,Female,48,1375-08-05,Basic,Married,0
5246,Gavan Wildhammer,Dwarf,Rogue,2,6,Alchemy,Alchemy,6407.5747,24973,3690,11,Female,39,1789-03-13,Basic,Divorced,0
5247,Thargas Bronzebeard,Dwarf,Hunter,8,2,Engineering,Engineering,7408.7236,8759,3691,56,Male,31,1725-08-21,Basic,Married,3
5248,Nazgrel Dragonmaw,Orc,Monk,2,10,Blacksmithing,Enchanting,1302.2727,11616,3692,,Male,33,1374-09-04,Advanced,Widowed,0
5250,Rommath Brightwing,Blood Elf,Rogue,5,3,Mining,Herbalism,2345.6841,4883,3693,59,Female,33,1156-10-18,Basic,Single,1
5252,Thargas Bronzebeard,Dwarf,Rogue,1,4,Leatherworking,Tailoring,7713.5811,5746,3694,83,Female,56,1027-11-08,Advanced,Married,0
5253,Gavan Thunderbrew,Dwarf,Monk,1,7,Mining,Skinning,9988.6523,20119,3695,80,Female,43,1094-04-05,Advanced,Single,0
5254,Arthas Shaw,Human,Warrior,1,4,Alchemy,Leatherworking,2505.3123,17311,3696,69,Male,51,1086-09-15,Basic,Widowed,1
5255,Brann Thaurissan,Dwarf,Warrior,1,9,Jewelcrafting,Herbalism,402.31219,21295,3697,,Male,36,1187-02-26,Advanced,Single,2
5256,Eitrigg Thunderlord,Orc,Warlock,14,9,Engineering,Skinning,3346.9238,24090,3698,90,Male,44,1534-06-16,Basic,Single,1
5259,Leonid Barthalomew,Undead,Druid,4,6,Tailoring,Mining,10925.079,7807,3699,40,Female,36,1140-11-30,None,Married,2
5260,Maraad Lightforged,Draenei,Hunter,1,8,Jewelcrafting,Alchemy,3917.7671,13562,3700,34,Male,31,1821-03-22,Basic,Single,0
9597,Alonsus Felstorm,Undead,Paladin,2,8,Blacksmithing,Engineering,4885.3799,22658,3700,60,Female,29,1459-06-06,Basic,Single,2
5261,Meryl Crowley,Undead,Paladin,9,3,Jewelcrafting,Engineering,62043.629,8121,3701,,Female,32,1472-03-08,Master,Single,0
5262,Maiev Shadowsong,Night Elf,Monk,2,4,Blacksmithing,Tailoring,1039.9735,23333,3702,46,Male,35,1325-02-24,Basic,Divorced,3
5264,Jaina Fordragon,Human,Shaman,1,6,Engineering,Alchemy,493.10251,8809,3703,,Male,37,1568-02-09,None,Widowed,5
5265,Arthas Shaw,Human,Mage,1,10,Engineering,Tailoring,84584.281,22584,3704,,Male,28,1037-04-04,Basic,Single,0
3217,Calia Crowley,Undead,Warlock,9,10,Skinning,Enchanting,100244.87,15066,3704,75,Female,103,1895-01-29,Basic,Single,2
5267,Sylvanas Barthalomew,Undead,Priest,1,10,Jewelcrafting,Alchemy,1698.2432,14977,3705,65,Female,26,1427-07-09,Basic,Married,2
5268,Iridi Lightwarden,Draenei,Paladin,33,1,Enchanting,Alchemy,222.60501,14129,3706,,Female,56,1211-10-22,Advanced,Married,3
5269,Naisha Stormrage,Night Elf,Druid,2,10,Alchemy,Tailoring,9741.0313,7234,3707,76,Male,32,1042-06-30,Basic,Single,1
5270,Moira Thunderbrew,Dwarf,Mage,1,5,Mining,Enchanting,58721.715,6012,3708,92,Male,46,1936-05-02,Basic,Single,1
5273,Valeera Bloodsworn,Blood Elf,Rogue,2,6,Skinning,Enchanting,728.26398,3362,3709,98,Male,35,1106-10-19,Basic,Widowed,2
5908,Talanji Soulflayer,Troll,Hunter,2,6,Enchanting,Leatherworking,3629.4934,9020,3709,78,Male,45,1655-09-27,Advanced,Married,2
5276,Tae'thelan Bloodsworn,Blood Elf,Warlock,1,2,Mining,Jewelcrafting,10878.451,10828,3710,,Male,66,1817-01-26,Basic,Married,1
5277,Akama Stormcaller,Draenei,Priest,1,10,Alchemy,Blacksmithing,1807.5693,8017,3711,30,Male,31,1786-01-17,Master,Single,1
5278,Toshley Steelspark,Gnome,Mage,12,7,Herbalism,Mining,303.30273,4093,3712,12,Female,37,1181-12-09,None,Widowed,0
5279,Orgrim Hellscream,Orc,Mage,3,2,Tailoring,Enchanting,61.327156,14991,3713,87,Male,48,1913-08-30,None,Single,0
3736,Nazgrel Bleeding Hollow,Orc,Monk,2,2,Engineering,Enchanting,2289.5261,20238,3713,65,Male,65,1197-06-05,None,Married,2
5280,Halduron Sunstrider,Blood Elf,Warrior,3,1,Enchanting,Engineering,179.19908,2784,3714,4,Female,44,1518-08-12,None,Single,4
6654,Tirion Wrynn,Human,Mage,45,10,Jewelcrafting,Mining,31.388212,19215,3715,64,Female,48,1604-06-18,Basic,Widowed,1
5281,Nathanos Faol,Undead,Mage,1,10,Engineering,Skinning,10413.122,4542,3715,63,Male,47,1225-05-05,Advanced,Widowed,2
5282,Zandalar Blooddrinker,Troll,Druid,1,4,Engineering,Enchanting,805862.63,1371,3716,,Male,42,1690-05-05,Advanced,Married,1
5283,Garrosh Dragonmaw,Orc,Mage,3,2,Enchanting,Engineering,700.76251,22862,3717,39,Female,47,2005-01-23,Advanced,Widowed,0
5285,Jeklik Blooddrinker,Troll,Warrior,2,3,Blacksmithing,Skinning,7128.271,14665,3718,63,Female,45,1745-04-16,Basic,Divorced,0
5287,Yrel Stormcaller,Draenei,Warrior,1,1,Enchanting,Tailoring,7759.251,13158,3719,31,Male,56,1967-09-27,Advanced,Single,1
5288,Jaina Mograine,Human,Shaman,2,9,Jewelcrafting,Jewelcrafting,1675.1116,8511,3720,,Female,40,1413-12-02,Basic,Married,1
5289,Amelia Felstorm,Undead,Rogue,2,5,Jewelcrafting,Enchanting,23713.623,24865,3721,67,Male,34,1383-09-09,Basic,Married,5
5290,Falstad Anvilmar,Dwarf,Mage,1,9,Enchanting,Skinning,40862.703,8954,3722,,Male,39,1249-06-26,Basic,Single,2
5294,Garrosh Blackrock,Orc,Shaman,1,2,Skinning,Alchemy,1154.7439,13770,3723,,Male,33,1054-04-08,Basic,Single,5
5295,Anduin Prestor,Human,Priest,20,8,Alchemy,Jewelcrafting,4274.6328,22,3724,82,Male,38,1096-09-30,Advanced,Married,0
2238,Mathias Crowley,Human,Death Knight,6,8,Enchanting,Enchanting,11630.31,10911,3724,56,Female,54,1215-06-06,Advanced,Single,5
5296,Adalyn Crowley,Worgen,Mage,2,3,Herbalism,Skinning,117.386,5787,3725,47,Female,36,1331-01-06,Basic,Married,2
5297,Arthas Fordragon,Human,Druid,1,7,Herbalism,Jewelcrafting,2577.4287,18069,3726,60,Female,33,1976-11-03,Basic,Single,1
5298,Grizzle Blastfuse,Goblin,Mage,8,9,Skinning,Blacksmithing,3033.5605,20968,3727,41,Female,34,1400-03-16,Advanced,Single,4
5299,Magni Thaurissan,Dwarf,Death Knight,7,7,Mining,Leatherworking,60408.84,5429,3728,62,Female,34,1651-01-29,None,Divorced,3
10268,Bolvar Mograine,Human,Death Knight,1,10,Mining,Herbalism,983.60614,13630,3729,,Female,45,1180-05-22,None,Married,0
5303,Grom Hellscream,Orc,Druid,13,10,Tailoring,Skinning,50.564098,14264,3729,30,Male,36,1285-10-08,Advanced,Married,4
5304,Varian VanCleef,Human,Death Knight,14,7,Skinning,Tailoring,1643.5963,19548,3730,,Female,55,1277-11-14,None,Married,2
3598,Gavan Bronzebeard,Dwarf,Warrior,2,7,Blacksmithing,Engineering,1155.0593,21389,3730,81,Female,27,1688-12-25,Advanced,Widowed,0
5305,Brann Hammerfall,Dwarf,Warrior,94,2,Engineering,Blacksmithing,151.3074,13567,3731,,Male,40,1629-07-31,Advanced,Married,3
8726,Calia Felstorm,Undead,Monk,76,2,Mining,Tailoring,2243.3313,880,3731,59,Male,26,1473-07-06,Basic,Married,4
5306,Calia Windrunner,Undead,Hunter,1,4,Engineering,Enchanting,51934.305,15226,3732,,Female,37,1384-10-22,Advanced,Married,0
5308,Jeklik Hexer,Troll,Paladin,1,9,Tailoring,Enchanting,3188.3589,8346,3733,,Female,33,1811-02-08,Advanced,Married,0
5310,Mathias Fordragon,Human,Mage,1,7,Mining,Mining,32918.926,3096,3734,103,Female,36,1519-12-27,Basic,Single,0
3571,Cordana Moonwhisper,Night Elf,Warrior,8,7,Leatherworking,Enchanting,3966.0967,12345,3734,87,Male,53,1709-03-31,None,Widowed,2
4153,Orgrim Warsong,Orc,Hunter,35,10,Engineering,Enchanting,3844.0786,11318,3735,103,Male,34,1510-04-15,Advanced,Single,0
397,Tyrande Bearmantle,Night Elf,Death Knight,1,10,Jewelcrafting,Skinning,65.257164,13277,3735,55,Male,34,1368-03-18,Advanced,Married,3
5311,Gelbin Steelspark,Gnome,Priest,4,10,Mining,Enchanting,116072.02,17726,3735,86,Male,32,1876-01-06,Advanced,Single,1
5314,Jevan Runetotem,Tauren,Priest,8,6,Jewelcrafting,Engineering,15011.499,676,3736,46,Female,44,1878-11-27,Master,Divorced,4
5714,Yrel Lightforged,Draenei,Warlock,3,6,Alchemy,Blacksmithing,3477.4429,21172,3736,33,Male,44,1301-11-17,Basic,Married,0
5317,Sylvanas Crowley,Undead,Warrior,13,8,Blacksmithing,Enchanting,9583.0234,3800,3737,71,Female,34,1030-10-20,Advanced,Widowed,0
5318,Millhouse Gearloose,Gnome,Priest,41,10,Enchanting,Engineering,23808.629,15966,3738,10,Male,35,1945-07-18,Advanced,Married,0
4073,Bolvar Fordragon,Human,Paladin,7,9,Skinning,Mining,2165.7813,18339,3739,60,Male,36,1648-03-30,Advanced,Single,1
5319,Anduin Menethil,Human,Shaman,2,9,Skinning,Alchemy,2318.3716,14116,3739,,Female,54,1698-12-11,None,Single,1
5320,Arthas Mograine,Human,Monk,2,9,Leatherworking,Tailoring,401.71997,22162,3740,28,Female,43,1912-05-13,Master,Widowed,0
5321,Gavan Wildhammer,Dwarf,Death Knight,1,2,Alchemy,Jewelcrafting,122617.86,2217,3741,48,Male,38,1414-05-12,Basic,Single,0
5323,Lorna Proudmoore,Human,Priest,23,3,Tailoring,Leatherworking,1122.7394,14576,3742,8,Male,32,1402-02-22,Basic,Widowed,4
5324,Durotan Hellscream,Orc,Priest,9,4,Skinning,Mining,1472.5563,21097,3743,99,Male,74,1790-01-29,Basic,Single,0
5326,Tagar Dawnstrider,Tauren,Druid,3,4,Skinning,Blacksmithing,1657.6074,2784,3744,26,Male,35,1774-08-21,None,Single,1
5327,Talador Starweaver,Draenei,Hunter,42,7,Leatherworking,Herbalism,146.57495,7244,3745,47,Male,44,1712-11-17,Basic,Single,4
5328,Jaina Fordring,Human,Paladin,1,2,Leatherworking,Herbalism,303.38535,22647,3746,26,Female,39,1915-04-08,Master,Married,2
5329,Jarod Stormrage,Night Elf,Mage,3,2,Mining,Jewelcrafting,1631.4757,8205,3747,50,Female,35,1824-09-14,Advanced,Widowed,0
5330,Genn Crowley,Worgen,Paladin,17,9,Engineering,Engineering,1754.0236,22912,3748,91,Male,45,1957-09-02,Advanced,Married,0
5331,Anduin Wrynn,Human,Warlock,8,6,Mining,Mining,28851.662,20626,3749,84,Female,32,1290-09-08,Basic,Single,0
5332,Jeklik Blooddrinker,Troll,Shaman,4,6,Leatherworking,Herbalism,3705.7285,11245,3750,,Male,46,1470-07-01,None,Widowed,0
5334,Rehgar Thunderlord,Orc,Warrior,2,9,Jewelcrafting,Skinning,143.97478,24889,3751,92,Female,37,1103-01-13,Master,Single,3
5335,Kurdran Wildhammer,Dwarf,Shaman,1,3,Herbalism,Mining,95.506165,5158,3752,91,Female,40,1983-05-29,Master,Married,1
5336,Mathias Crowley,Human,Warlock,2,9,Leatherworking,Tailoring,1156.6156,6975,3753,76,Female,35,1665-06-30,Advanced,Single,0
5337,Tyrande Feathermoon,Night Elf,Warlock,1,5,Jewelcrafting,Engineering,5520.5269,18310,3754,61,Male,33,1225-02-24,Basic,Single,2
10126,Eitrigg Doomhammer,Orc,Druid,8,5,Tailoring,Alchemy,24476.252,21995,3754,93,Female,33,1366-12-06,Basic,Single,1
5338,Tagar Wildmane,Tauren,Monk,3,7,Jewelcrafting,Herbalism,503.70956,555,3755,,Female,48,1861-09-08,Master,Married,1
5339,Bael Wildhammer,Dwarf,Monk,1,8,Leatherworking,Tailoring,4060.5073,20402,3756,,Female,46,1953-06-20,None,Single,3
