student_id,name,age,gender,major,learning_style,parents_education_level,avg_sleep_hours,high_school_gpa,study_hours_per_week,family_income,english_proficiency,math_proficiency,science_proficiency,final_gpa,graduation_within_4_years,academic_performance_description
675,Mr. John Maxwell,19,Male,Biology,Visual,High School,5.586909724638632,3.38,20,28000.0,78,86,95,2.75,1,"Average performance, possibly impacted by insufficient rest"
676,John Bolton,24,Female,Business,Visual,Bachelor's Degree,6.178006271888293,3.3,18,85000.0,80,84,78,2.75,1,"Average performance, requires more focused study approach"
677,Maria Page,18,Male,Business,Kinesthetic,Bachelor's Degree,6.6787745339332165,2.92,15,59000.0,68,79,79,2.5,1,"Average performance, requires more focused study approach"
678,Renee Stanley,19,Female,Engineering,Kinesthetic,Bachelor's Degree,8.255731729497077,2.13,40,83000.0,84,94,100,3.0,1,Good academic standing maintained through consistent effort
679,Ryan Zhang,23,Female,Mathematics,Auditory,Bachelor's Degree,6.518261441941446,3.35,16,484000.0,87,94,94,2.5,0,"Average performance, requires more focused study approach"
680,Kathleen Johnson,21,Female,Engineering,Visual,Master's Degree,4.62156143984561,2.99,18,45000.0,74,88,89,2.0,1,"Struggling despite effort, may benefit from academic support services"
681,Kristen Edwards,21,Male,Economics,Kinesthetic,High School,8.71010176974274,2.6,17,41000.0,70,80,84,3.0,1,Solid performance with room for increased study time
682,Cheryl Castillo,18,Male,Computer Science,Kinesthetic,High School,5.744364799577441,2.75,27,52000.0,77,80,94,2.5,1,"Average performance, possibly impacted by insufficient rest"
683,Kimberly Nash,18,Male,Economics,Reading/Writing,High School,6.911919359343057,3.87,21,45000.0,100,100,93,2.25,1,"Struggling despite effort, may benefit from academic support services"
684,Jacqueline May,20,Male,Business,Kinesthetic,Doctorate,7.6698047604110675,4.0,28,119000.0,88,94,100,3.0,1,Good academic standing maintained through consistent effort
685,Jordan Jacobs,22,Female,Biology,Auditory,Associate Degree,7.299415627604175,3.23,40,71000.0,85,92,95,3.25,1,Good academic standing maintained through consistent effort
686,Brandon Shields,19,Female,Psychology,Visual,Bachelor's Degree,8.641269321282213,3.02,16,215000.0,86,83,85,3.0,1,Solid performance with room for increased study time
687,Brenda Hunt,19,Female,Social Sciences,Kinesthetic,Bachelor's Degree,7.718504715089138,2.66,14,78000.0,88,77,86,2.25,1,"Struggling despite effort, may benefit from academic support services"
688,Jessica Oliver,18,Female,Engineering,Reading/Writing,High School,5.708035630454338,3.23,10,50000.0,76,89,89,2.0,1,"Struggling despite effort, may benefit from academic support services"
689,Emily Avery,20,Female,Computer Science,Visual,High School,10.0,3.89,20,32000.0,87,100,93,2.75,0,"Average performance, requires more focused study approach"
690,Robert Sanchez,18,Female,Computer Science,Kinesthetic,High School,7.29150019500735,2.88,8,46000.0,70,79,87,1.5,1,"Below average performance, needs significant increase in study effort"
691,Cory Porter,18,Male,Mathematics,Reading/Writing,Associate Degree,6.778989660067741,2.0,6,33000.0,75,77,71,1.75,1,"Below average performance, needs significant increase in study effort"
692,Brenda Dawson,19,Female,Psychology,Kinesthetic,High School,8.445888134583356,3.34,12,13000.0,70,66,81,2.25,1,"Struggling despite effort, may benefit from academic support services"
693,Jennifer Phillips,19,Female,Economics,Visual,High School,7.374176418895108,3.49,7,93000.0,78,92,83,3.0,1,Solid performance with room for increased study time
694,Jonathan White,18,Female,Business,Visual,Master's Degree,7.59884228940899,2.58,21,-3000.0,71,76,75,2.5,1,"Average performance, requires more focused study approach"
695,Mr. Scott Bowen,18,Male,Business,Visual,Master's Degree,10.0,3.46,26,59000.0,81,82,83,3.25,0,Good academic standing maintained through consistent effort
696,Jennifer Bishop,20,Male,Computer Science,Auditory,High School,6.58731785761743,3.23,19,42000.0,70,88,90,3.25,1,Solid performance with room for increased study time
697,Chelsea Mcbride,18,Male,Social Sciences,Kinesthetic,High School,6.5233586589739065,2.96,22,116000.0,68,75,78,2.0,1,"Struggling despite effort, may benefit from academic support services"
698,Dalton Harris,19,Female,Biology,Auditory,High School,7.174867768018696,2.6,10,18000.0,80,68,84,2.0,1,"Struggling despite effort, may benefit from academic support services"
699,Elaine Harrison,18,Female,Social Sciences,Visual,Bachelor's Degree,8.607273903371558,3.76,34,121000.0,98,93,87,3.25,1,Good academic standing maintained through consistent effort
700,Jon Miller,19,Male,Business,Reading/Writing,Bachelor's Degree,4.740198954714401,3.05,30,106000.0,100,82,85,2.25,1,"Struggling despite effort, may benefit from academic support services"
701,Jenny Griffin,19,Non-Binary,Biology,Kinesthetic,High School,4.051666162785242,2.26,5,77000.0,70,74,83,1.75,0,"Below average performance, needs significant increase in study effort"
702,Brandon Kent,18,Male,Biology,Auditory,High School,6.119327094069779,2.0,9,131000.0,68,51,74,2.25,1,"Below average performance, needs significant increase in study effort"
703,Amy Bowers,18,Male,Business,Kinesthetic,Bachelor's Degree,4.549115561411069,3.88,12,93000.0,71,83,91,3.0,1,Solid performance with room for increased study time
704,Matthew Smith,18,Male,Mathematics,Reading/Writing,Bachelor's Degree,6.362752978711542,3.56,34,41000.0,91,97,88,3.75,1,Outstanding achievement through dedicated effort and consistent study
705,Isaac Dixon,18,Female,Social Sciences,Auditory,High School,7.753749544193935,3.04,22,82000.0,79,74,69,2.25,1,"Struggling despite effort, may benefit from academic support services"
706,Latoya Davidson,24,Female,Mathematics,Visual,Bachelor's Degree,5.663876704671605,3.03,35,105000.0,74,91,89,2.5,1,"Average performance, possibly impacted by insufficient rest"
707,Alison Taylor,18,Male,Economics,Auditory,High School,4.859760134827987,2.74,5,50000.0,81,81,67,2.75,1,"Average performance, possibly impacted by insufficient rest"
708,Phillip Roberts,21,Female,Business,Kinesthetic,Associate Degree,7.104005742573022,2.59,19,48000.0,76,74,86,2.5,1,"Average performance, requires more focused study approach"
709,Victoria Vega,18,Male,Business,Kinesthetic,Bachelor's Degree,8.293815226922755,3.03,15,77000.0,76,89,89,2.0,1,"Struggling despite effort, may benefit from academic support services"
710,Kyle Walters,20,Female,Social Sciences,Kinesthetic,Bachelor's Degree,4.457539842225081,2.19,7,196000.0,69,73,70,3.0,1,Solid performance with room for increased study time
711,Tiffany Meyers,20,Female,Computer Science,Kinesthetic,Associate Degree,8.230348597458976,2.76,25,46000.0,82,97,97,2.75,1,"Average performance, requires more focused study approach"
712,Anna Castillo,19,Female,Economics,Visual,Master's Degree,8.22595930560749,3.22,15,-3000.0,80,94,77,1.75,1,"Struggling despite effort, may benefit from academic support services"
713,Margaret Mayo,19,Male,Economics,Auditory,Associate Degree,8.431127653234942,3.43,20,36000.0,94,95,93,3.5,1,Strong performance supported by good sleep habits
714,Cameron Johnson,19,Non-Binary,Biology,Visual,Bachelor's Degree,8.82772032230753,3.23,16,88000.0,70,83,93,2.0,1,"Struggling despite effort, may benefit from academic support services"
715,Philip Parks,18,Female,Social Sciences,Visual,Associate Degree,10.0,3.52,19,208000.0,90,93,84,3.0,1,Solid performance with room for increased study time
716,Alexandra Saunders,22,Male,Business,Visual,Master's Degree,6.465861927071417,4.0,33,260000.0,94,97,98,3.75,1,Outstanding achievement through dedicated effort and consistent study
717,Samantha Pena,21,Female,Business,Kinesthetic,Master's Degree,7.164357370116787,3.9,26,74000.0,79,79,88,3.5,1,Strong performance supported by good sleep habits
718,Emily Daniels,23,Male,Computer Science,Kinesthetic,High School,6.375342350127962,3.24,9,30000.0,68,90,94,3.0,1,Solid performance with room for increased study time
719,Seth Sanford,18,Female,Engineering,Kinesthetic,Master's Degree,7.002965267133717,3.38,40,12000.0,80,86,100,3.75,1,Outstanding achievement through dedicated effort and consistent study
720,Shane Higgins,20,Male,Business,Auditory,Bachelor's Degree,9.299310033454468,2.76,15,141000.0,85,88,89,3.5,1,Strong performance supported by good sleep habits
721,Kelly Reeves,22,Female,Business,Reading/Writing,Bachelor's Degree,4.982478274103997,3.62,16,182000.0,85,71,78,2.5,1,"Average performance, possibly impacted by insufficient rest"
722,Jennifer Myers,18,Female,Mathematics,Kinesthetic,High School,5.708425491751637,3.84,16,38000.0,81,90,82,2.5,1,"Average performance, possibly impacted by insufficient rest"
723,Sarah Butler,18,Male,Social Sciences,Auditory,Bachelor's Degree,9.065771404756841,3.42,12,192000.0,97,89,79,2.75,1,"Average performance, requires more focused study approach"
724,Tonya Ferguson,20,Male,Business,Kinesthetic,Master's Degree,8.530054760353135,4.0,20,30000.0,87,85,99,3.75,1,Exceptional academic performance with natural ability
725,Gina Taylor,19,Male,Engineering,Kinesthetic,High School,6.455302529774383,2.24,9,99000.0,77,84,86,1.75,1,"Below average performance, needs significant increase in study effort"
726,Barry Richmond,21,Male,Social Sciences,Visual,Master's Degree,8.28160300168108,2.8,22,113000.0,86,90,93,3.25,1,Good academic standing maintained through consistent effort
727,Jeremy Carroll,18,Male,Computer Science,Visual,High School,7.51182376373805,3.43,15,21000.0,77,93,80,2.25,1,"Struggling despite effort, may benefit from academic support services"
728,Charles Sanchez,20,Female,Computer Science,Visual,High School,9.250411913501482,3.13,18,82000.0,78,93,94,2.5,1,"Average performance, requires more focused study approach"
729,Darren Larson,18,Male,Business,Auditory,Associate Degree,7.111764390740159,3.78,18,178000.0,93,86,88,3.25,1,Solid performance with room for increased study time
730,Spencer Lam,18,Male,Psychology,Reading/Writing,Associate Degree,8.538448170808874,3.12,28,55000.0,94,74,91,3.25,1,Good academic standing maintained through consistent effort
731,Randy Fox,18,Female,Business,Reading/Writing,Bachelor's Degree,10.0,2.82,24,59000.0,94,85,88,2.25,1,"Struggling despite effort, may benefit from academic support services"
732,John Bender,21,Male,Social Sciences,Auditory,High School,7.8971487325712,2.89,16,85000.0,87,84,81,2.25,1,"Struggling despite effort, may benefit from academic support services"
733,Kristi Bell,20,Female,Engineering,Kinesthetic,Master's Degree,7.0739922486922655,2.61,33,45000.0,69,92,100,2.0,0,"Struggling despite effort, may benefit from academic support services"
734,Kevin Brown,19,Female,Psychology,Auditory,High School,8.083670477831468,2.44,25,48000.0,91,79,91,2.5,0,"Average performance, requires more focused study approach"
735,Douglas Pollard,19,Female,Business,Kinesthetic,High School,6.452078712694172,3.49,16,60000.0,67,85,85,2.25,0,"Struggling despite effort, may benefit from academic support services"
736,Taylor Peters,21,Female,Engineering,Auditory,High School,10.0,3.44,12,19000.0,81,90,85,2.5,1,"Average performance, requires more focused study approach"
737,Monique Cantrell,19,Female,Biology,Auditory,Associate Degree,7.270106556543972,3.31,19,94000.0,71,79,96,3.25,1,Solid performance with room for increased study time
738,Andrew Brown,21,Male,Economics,Auditory,Master's Degree,6.59060001966173,2.51,18,162000.0,93,92,83,3.0,1,Solid performance with room for increased study time
739,David Vargas,19,Male,Economics,Reading/Writing,Bachelor's Degree,5.746466492469946,3.07,16,66000.0,84,82,90,3.5,1,High achievement despite suboptimal rest
740,Margaret Green,19,Male,Psychology,Visual,Bachelor's Degree,8.645830287409657,2.64,18,64000.0,80,86,82,3.0,1,Solid performance with room for increased study time
741,Charles Bridges,19,Female,Social Sciences,Auditory,High School,8.30078111924161,3.59,19,68000.0,99,91,85,3.0,1,Solid performance with room for increased study time
742,Jacob Sexton,18,Male,Mathematics,Reading/Writing,Associate Degree,6.25396844287886,2.83,21,454000.0,90,97,89,2.75,0,"Average performance, requires more focused study approach"
743,Jeanette Harper,20,Female,Economics,Visual,Associate Degree,7.8646770176836345,2.58,31,144000.0,79,97,88,2.75,1,"Average performance, requires more focused study approach"
744,Amy Vazquez,19,Non-Binary,Computer Science,Visual,Associate Degree,4.737166047680716,3.14,19,71000.0,76,79,83,2.25,1,"Struggling despite effort, may benefit from academic support services"
745,Howard Allen,18,Female,Computer Science,Auditory,High School,7.2774558626097345,2.68,12,62000.0,75,76,75,2.0,0,"Struggling despite effort, may benefit from academic support services"
746,James Lewis,21,Female,Business,Kinesthetic,Bachelor's Degree,7.679134528115042,3.99,32,169000.0,80,84,88,3.25,1,Good academic standing maintained through consistent effort
747,Tiffany Jones,19,Male,Biology,Kinesthetic,Associate Degree,9.560994714338834,2.76,10,47000.0,80,72,87,2.5,1,"Average performance, requires more focused study approach"
748,Nicole Rosales,19,Female,Engineering,Kinesthetic,Bachelor's Degree,5.8437717959069655,2.55,9,122000.0,72,78,81,2.5,1,"Average performance, possibly impacted by insufficient rest"
749,Jeffrey Robles,22,Female,Engineering,Auditory,Associate Degree,5.082471056796513,2.05,16,42000.0,66,83,93,2.25,0,"Struggling despite effort, may benefit from academic support services"
750,Daniel Waters,20,Male,Mathematics,Kinesthetic,High School,5.656858058612437,2.98,11,114000.0,71,79,70,2.0,1,"Struggling despite effort, may benefit from academic support services"
751,Sharon Boyd,18,Male,Mathematics,Reading/Writing,Bachelor's Degree,4.99514724952762,2.97,16,79000.0,85,88,79,2.25,1,"Struggling despite effort, may benefit from academic support services"
752,Dawn Price,22,Female,Social Sciences,Reading/Writing,High School,9.004986036638474,2.29,6,69000.0,94,74,77,2.25,1,"Below average performance, needs significant increase in study effort"
753,Kimberly Smith,20,Female,Business,Reading/Writing,Master's Degree,9.322958942536054,3.97,37,26000.0,100,96,100,3.5,1,Strong performance supported by good sleep habits
754,Jessica Jones,18,Female,Biology,Reading/Writing,Bachelor's Degree,7.480324866923244,3.58,13,128000.0,84,83,92,2.5,0,"Average performance, requires more focused study approach"
755,Lisa Benson,18,Female,Business,Visual,High School,8.831942418527722,2.99,18,53000.0,70,91,83,2.25,1,"Struggling despite effort, may benefit from academic support services"
756,Andrea Williams,20,Female,Business,Reading/Writing,Master's Degree,7.200937570870353,4.0,25,251000.0,100,83,87,4.0,1,Outstanding achievement through dedicated effort and consistent study
757,Amanda Turner,20,Female,Business,Kinesthetic,Associate Degree,6.857332528448851,3.46,35,177000.0,79,87,87,2.5,1,"Average performance, requires more focused study approach"
758,Victoria Weeks,19,Male,Business,Auditory,High School,6.500443571419358,2.59,22,24000.0,76,87,81,2.0,0,"Struggling despite effort, may benefit from academic support services"
759,Evan Owens,21,Male,Engineering,Kinesthetic,Bachelor's Degree,6.534413512933652,2.73,11,98000.0,72,92,91,2.25,1,"Struggling despite effort, may benefit from academic support services"
760,Amber Rodriguez,20,Male,Mathematics,Reading/Writing,High School,4.678297665536453,3.41,21,100000.0,94,88,89,2.5,1,"Average performance, possibly impacted by insufficient rest"
761,Allen Humphrey,18,Female,Computer Science,Visual,Bachelor's Degree,7.396382145411009,3.45,24,73000.0,86,98,96,3.5,1,Strong performance supported by good sleep habits
762,Julie Harris,18,Female,Economics,Reading/Writing,Bachelor's Degree,6.939499134678934,3.33,19,170000.0,94,96,84,2.75,1,"Average performance, requires more focused study approach"
763,Denise Cox,18,Female,Psychology,Auditory,Doctorate,8.118041086116813,3.08,29,123000.0,100,93,98,3.0,1,Good academic standing maintained through consistent effort
764,Dr. Sandra Higgins MD,20,Male,Business,Kinesthetic,Associate Degree,7.140285244657915,3.43,13,71000.0,76,77,92,3.25,1,Solid performance with room for increased study time
765,Juan Neal,18,Female,Engineering,Auditory,Associate Degree,6.755944447646362,2.75,16,134000.0,89,87,93,2.75,1,"Average performance, requires more focused study approach"
766,Elizabeth Ruiz,19,Female,Business,Auditory,Bachelor's Degree,5.693210454988554,3.2,19,41000.0,83,75,82,2.75,1,"Average performance, possibly impacted by insufficient rest"
767,Erin Dillon,20,Female,Psychology,Auditory,High School,7.108229855232642,3.72,11,155000.0,92,81,82,2.75,1,"Average performance, requires more focused study approach"
768,Veronica Love,21,Female,Engineering,Kinesthetic,Associate Degree,8.107355846224243,2.79,13,126000.0,81,81,96,2.0,1,"Struggling despite effort, may benefit from academic support services"
769,Lisa Pena PhD,18,Male,Business,Reading/Writing,Associate Degree,5.284991513374209,2.34,10,43000.0,73,68,65,2.0,0,"Struggling despite effort, may benefit from academic support services"
770,Alexandra Hicks,21,Female,Computer Science,Auditory,High School,7.1312106305211085,2.47,15,71000.0,70,76,85,2.5,1,"Average performance, requires more focused study approach"
771,Thomas Marshall,18,Male,Psychology,Kinesthetic,Associate Degree,7.349564427294226,3.62,31,29000.0,84,85,95,2.75,0,"Average performance, requires more focused study approach"
772,Connor Carr,21,Male,Social Sciences,Visual,Master's Degree,5.922902824572604,3.5,16,15000.0,91,88,95,3.0,1,Solid performance with room for increased study time
773,Regina Cox,18,Female,Business,Kinesthetic,Master's Degree,6.118215542638,3.31,26,108000.0,81,81,86,3.25,0,Good academic standing maintained through consistent effort
774,Roberto Daniel,19,Female,Economics,Visual,High School,7.345916273149322,2.75,9,59000.0,78,88,70,1.75,0,"Below average performance, needs significant increase in study effort"
775,Sharon Gonzalez,20,Female,Biology,Kinesthetic,High School,5.299868472561066,3.24,23,57000.0,81,78,100,2.25,0,"Struggling despite effort, may benefit from academic support services"
776,Lauren Miller,18,Female,Social Sciences,Reading/Writing,High School,7.524885572874089,2.58,15,62000.0,82,71,67,1.5,1,"Struggling despite effort, may benefit from academic support services"
777,Thomas Cowan,18,Female,Mathematics,Auditory,Master's Degree,5.6569684395112,3.53,15,36000.0,94,92,77,3.0,1,Solid performance with room for increased study time
778,Joanna Williams,20,Female,Psychology,Reading/Writing,High School,8.594280539549825,2.63,13,120000.0,80,85,70,3.0,1,Solid performance with room for increased study time
779,William Jones,20,Female,Biology,Kinesthetic,Bachelor's Degree,10.0,2.8,17,69000.0,82,85,100,2.75,1,"Average performance, requires more focused study approach"
780,Cynthia Sellers,20,Male,Mathematics,Auditory,High School,5.708864797447271,2.68,5,80000.0,85,79,80,2.0,0,"Below average performance, needs significant increase in study effort"
781,Kevin Carter,20,Male,Engineering,Visual,Bachelor's Degree,7.801311793562012,3.06,15,57000.0,79,90,93,3.25,1,Solid performance with room for increased study time
782,Paul Hudson,19,Male,Business,Kinesthetic,Associate Degree,5.909887142676971,3.1,17,116000.0,67,69,82,2.5,1,"Average performance, possibly impacted by insufficient rest"
783,Amanda Cameron,18,Male,Computer Science,Auditory,Bachelor's Degree,8.561431260696684,3.37,16,78000.0,88,100,97,2.75,1,"Average performance, requires more focused study approach"
784,Kathleen Huynh,18,Male,Mathematics,Visual,High School,5.102112386372177,2.0,20,58000.0,77,79,60,2.75,1,"Average performance, possibly impacted by insufficient rest"
785,Danielle Patel,18,Male,Mathematics,Visual,Bachelor's Degree,7.7208801376415686,2.85,17,76000.0,82,100,97,3.0,1,Solid performance with room for increased study time
786,Jennifer Gray,22,Male,Computer Science,Reading/Writing,High School,5.690516549665971,2.8,9,51000.0,84,85,84,2.0,0,"Below average performance, needs significant increase in study effort"
787,Timothy Perez,19,Non-Binary,Psychology,Kinesthetic,Bachelor's Degree,6.689523116352447,4.0,24,60000.0,87,96,97,3.0,1,Good academic standing maintained through consistent effort
788,Robert Bates,19,Male,Engineering,Visual,Master's Degree,5.453462087279039,2.83,23,55000.0,76,96,95,3.0,1,Good academic standing maintained through consistent effort
789,Debra Wilson PhD,19,Female,Computer Science,Auditory,High School,8.233525706343631,3.08,23,88000.0,80,86,85,2.5,1,"Average performance, requires more focused study approach"
790,Francisco Knapp,23,Male,Social Sciences,Visual,Master's Degree,5.74452946834062,4.0,25,3000.0,100,98,95,4.0,1,Outstanding achievement through dedicated effort and consistent study
791,Daniel Moran,18,Female,Business,Visual,Associate Degree,7.827946388997741,2.47,16,54000.0,74,80,74,3.0,0,Solid performance with room for increased study time
792,Yolanda Marshall,19,Male,Computer Science,Reading/Writing,High School,6.4838529576065005,3.2,20,61000.0,76,86,85,2.5,1,"Average performance, requires more focused study approach"
793,Aaron Herring,19,Male,Psychology,Reading/Writing,Associate Degree,6.828291442301706,2.72,10,54000.0,98,69,74,2.25,1,"Struggling despite effort, may benefit from academic support services"
794,Sharon Kirk,20,Female,Economics,Auditory,High School,7.221633861100193,2.75,21,51000.0,81,72,80,2.0,1,"Struggling despite effort, may benefit from academic support services"
795,Travis Powell,18,Male,Computer Science,Reading/Writing,Bachelor's Degree,5.8572629925117266,2.85,11,216000.0,86,91,85,2.25,0,"Struggling despite effort, may benefit from academic support services"
796,Michelle Henderson,21,Male,Biology,Visual,Bachelor's Degree,7.31555067031133,2.88,19,59000.0,62,72,77,2.0,1,"Struggling despite effort, may benefit from academic support services"
797,Benjamin Olson,22,Male,Psychology,Visual,High School,9.295501846531616,4.0,18,12000.0,84,90,88,2.75,1,"Average performance, requires more focused study approach"
798,Kathy Hays,19,Male,Computer Science,Reading/Writing,Associate Degree,5.832857821250928,3.55,19,54000.0,88,90,90,2.75,1,"Average performance, possibly impacted by insufficient rest"
799,Brian White,20,Male,Business,Visual,Bachelor's Degree,8.757715214910768,3.8,15,78000.0,81,92,90,2.25,1,"Struggling despite effort, may benefit from academic support services"
800,Jesse Evans,22,Male,Psychology,Visual,Master's Degree,9.247146450231677,3.62,14,22000.0,96,100,100,3.5,1,Strong performance supported by good sleep habits
801,Jennifer Delgado,20,Female,Business,Auditory,Associate Degree,5.775767516457934,2.32,11,87000.0,65,76,68,1.75,1,"Struggling despite effort, may benefit from academic support services"
802,Isaiah Armstrong,18,Female,Social Sciences,Reading/Writing,Master's Degree,4.817418092364172,3.57,26,9000.0,91,84,83,3.25,1,Good academic standing maintained through consistent effort
803,Jason Barr MD,19,Female,Mathematics,Visual,Associate Degree,7.452941350257647,3.66,34,41000.0,85,91,77,3.5,1,Strong performance supported by good sleep habits
804,Rebecca Ruiz,20,Male,Social Sciences,Reading/Writing,Associate Degree,6.17888871584969,2.7,18,52000.0,83,81,76,3.0,1,Solid performance with room for increased study time
805,Taylor Sutton,19,Female,Business,Auditory,Bachelor's Degree,9.802904828744504,3.73,14,68000.0,87,85,94,3.5,1,Strong performance supported by good sleep habits
806,David Webb,20,Male,Social Sciences,Reading/Writing,Associate Degree,7.052211310749748,3.48,16,279000.0,93,80,81,3.25,1,Solid performance with room for increased study time
807,Jessica Fox,22,Male,Engineering,Visual,Associate Degree,5.796700887947232,4.0,18,192000.0,78,94,94,3.0,1,Solid performance with room for increased study time
808,Teresa Stephens,22,Female,Business,Reading/Writing,Associate Degree,5.279260733482433,2.92,29,34000.0,89,76,74,2.75,1,"Average performance, possibly impacted by insufficient rest"
809,Alexa Houston,19,Male,Computer Science,Visual,Bachelor's Degree,8.634857438636246,2.7,21,46000.0,83,100,86,2.75,1,"Average performance, requires more focused study approach"
810,James Moran,18,Male,Computer Science,Visual,Bachelor's Degree,6.14322403887372,3.07,13,86000.0,69,83,90,2.5,1,"Average performance, requires more focused study approach"
811,Dawn Powell,24,Female,Biology,Visual,Associate Degree,7.065743199190642,3.84,15,243000.0,77,88,97,3.5,1,Strong performance supported by good sleep habits
812,Connor Cruz,21,Female,Engineering,Auditory,High School,8.433704117668722,2.09,17,95000.0,77,89,94,2.25,1,"Struggling despite effort, may benefit from academic support services"
813,Isaiah Garcia,18,Female,Business,Reading/Writing,Associate Degree,6.273612472103755,2.09,14,74000.0,76,68,72,2.0,1,"Struggling despite effort, may benefit from academic support services"
814,John Alexander,22,Female,Biology,Auditory,Associate Degree,6.931106756889759,3.17,16,59000.0,78,81,80,3.0,1,Solid performance with room for increased study time
815,Allison Hall,21,Non-Binary,Business,Reading/Writing,High School,6.97514738526622,2.78,11,127000.0,85,82,77,2.25,1,"Struggling despite effort, may benefit from academic support services"
816,Barry Thomas,19,Male,Psychology,Auditory,Bachelor's Degree,8.024986767274138,3.25,26,98000.0,82,83,90,2.75,1,"Average performance, requires more focused study approach"
817,Jamie Brown,19,Male,Engineering,Kinesthetic,Associate Degree,7.886116503265489,3.6,15,216000.0,79,85,90,3.25,0,Solid performance with room for increased study time
818,Michael Yu MD,19,Male,Mathematics,Visual,High School,6.669829403117757,2.72,8,18000.0,72,92,75,1.75,0,"Below average performance, needs significant increase in study effort"
819,Christina Gray,18,Male,Mathematics,Visual,High School,7.095473592244777,2.06,19,81000.0,66,86,81,2.5,1,"Average performance, requires more focused study approach"
820,Ryan Roy,18,Male,Engineering,Auditory,High School,6.442331482714767,4.0,7,40000.0,92,100,100,2.75,0,"Average performance, requires more focused study approach"
821,Melissa Gonzalez,21,Female,Engineering,Kinesthetic,Master's Degree,4.783581389620833,2.88,14,59000.0,65,88,90,2.75,1,"Average performance, possibly impacted by insufficient rest"
822,Tracy Moore,18,Female,Engineering,Visual,High School,7.386401286097194,2.47,7,71000.0,63,86,84,1.5,1,"Below average performance, needs significant increase in study effort"
823,Timothy Ortiz,18,Female,Mathematics,Reading/Writing,High School,9.838287641249602,3.55,25,86000.0,100,98,90,3.5,1,Strong performance supported by good sleep habits
824,Christopher Johnston DDS,19,Male,Business,Auditory,Associate Degree,5.674421288963406,2.93,17,134000.0,80,91,75,2.5,1,"Average performance, possibly impacted by insufficient rest"
825,Erik Nelson,19,Female,Business,Visual,High School,5.8404554355959455,2.97,7,158000.0,73,76,78,2.25,1,"Below average performance, needs significant increase in study effort"
826,Douglas Lee,22,Female,Computer Science,Visual,High School,5.693908342534388,3.24,8,235000.0,73,82,82,2.5,1,"Average performance, possibly impacted by insufficient rest"
827,Lisa Lloyd,18,Female,Engineering,Auditory,High School,8.086887668084684,3.54,25,61000.0,84,90,94,3.0,1,Good academic standing maintained through consistent effort
828,Christina Byrd,18,Male,Engineering,Auditory,Associate Degree,7.67272818129466,2.96,9,56000.0,81,94,95,2.5,1,"Average performance, requires more focused study approach"
829,Darrell Sanchez,20,Female,Mathematics,Reading/Writing,Associate Degree,6.762193461375315,3.88,15,40000.0,88,77,78,2.5,1,"Average performance, requires more focused study approach"
830,Jaclyn Arnold,19,Male,Business,Reading/Writing,Associate Degree,5.622971407541552,2.06,9,96000.0,80,65,58,1.75,1,"Below average performance, needs significant increase in study effort"
831,Sharon Peters,18,Male,Engineering,Visual,Associate Degree,7.1385651874598866,3.5,22,122000.0,82,95,92,3.0,1,Good academic standing maintained through consistent effort
832,Bethany Williams,19,Male,Mathematics,Visual,Master's Degree,4.653066808996293,2.96,17,3000.0,79,100,93,2.5,1,"Average performance, possibly impacted by insufficient rest"
833,Jose Preston,18,Female,Mathematics,Auditory,Associate Degree,7.21513985028624,3.81,12,148000.0,78,88,84,3.0,1,Solid performance with room for increased study time
834,Haley Lamb,18,Female,Engineering,Visual,High School,8.307286579131901,3.07,19,56000.0,73,88,78,2.5,1,"Average performance, requires more focused study approach"
835,Nicole Stephens DDS,19,Male,Engineering,Visual,High School,5.123201295049483,2.66,17,25000.0,81,95,83,2.0,1,"Struggling despite effort, may benefit from academic support services"
836,Joseph Willis,19,Male,Business,Auditory,Associate Degree,4.701222584755504,3.46,35,48000.0,93,96,94,3.25,1,Good academic standing maintained through consistent effort
837,Samantha Martin,22,Male,Social Sciences,Visual,Bachelor's Degree,9.369156837542288,3.7,23,61000.0,100,95,93,4.0,1,Exceptional academic performance with natural ability
838,Jessica Berry,19,Male,Computer Science,Visual,High School,6.082360540743123,3.32,8,31000.0,73,90,70,1.75,1,"Below average performance, needs significant increase in study effort"
839,Lori Marshall,19,Male,Social Sciences,Kinesthetic,Bachelor's Degree,8.703921768915732,2.74,34,119000.0,88,85,96,3.25,1,Good academic standing maintained through consistent effort
840,Matthew Garcia,20,Male,Biology,Reading/Writing,High School,6.769003502203253,2.76,10,110000.0,79,75,86,2.75,1,"Average performance, requires more focused study approach"
841,Amber Higgins,18,Female,Psychology,Auditory,Associate Degree,6.757067774588009,3.12,24,212000.0,94,79,81,3.0,1,Good academic standing maintained through consistent effort
842,Gregory Gardner,20,Male,Computer Science,Kinesthetic,Bachelor's Degree,7.657619049244968,3.23,35,67000.0,84,100,100,3.5,1,Strong performance supported by good sleep habits
843,Rodney Martin,18,Male,Engineering,Reading/Writing,High School,5.6740017148803386,3.37,15,76000.0,82,94,91,2.5,1,"Average performance, possibly impacted by insufficient rest"
844,Helen Goodman,23,Male,Engineering,Reading/Writing,Associate Degree,7.198745715243469,2.12,12,53000.0,87,92,88,1.5,0,"Struggling despite effort, may benefit from academic support services"
