Name,Age,Experience,KnifeSkills,PlatingAesthetics,Creativity,ChallengeWinRate,JudgesFeedback,StressManagement,SocialMediaFollowing,Education,Country,CuisineSpecialty,AudiencePopularity,SignatureDishes,UniqueIngredients,HoursPracticed,Top10Percent
Patricia Benjamin Rodriguez,34,9,5.63,4.36,4.52,12.51,6.19,4.66,1.1,Associate's,USA,Japanese,8.79,4,6,24.58,0
John Christopher Jones,34,16,5.45,5.9,9.27,20.23,6.41,4.69,6.15,High School,Mexico,Italian,8.03,2,5,18.95,1
Michael Alexander Williams,41,19,4.24,9.1,6.68,19.88,5.35,9.46,8.35,High School,Mexico,Italian,3.1,5,2,14.33,1
John Sophia Martinez,41,11,5.96,9.07,10.0,28.41,6.42,1.62,5.37,Associate's,USA,Indian,0.34,3,4,28.01,0
Barbara Benjamin Miller,35,6,5.6,8.0,7.47,24.92,7.25,4.83,5.94,High School,China,Japanese,0.83,2,6,29.31,0
William Olivia Garcia,37,11,4.83,7.43,9.75,25.4,6.72,4.99,4.2,Culinary School,Mexico,Japanese,1.1,4,4,17.9,0
Robert Daniel Rodriguez,25,11,4.52,6.75,10.0,13.3,6.55,8.06,5.28,High School,China,Mexican,8.91,7,3,24.68,0
Linda Grace Davis,41,13,8.72,7.54,8.05,23.01,6.04,7.95,5.19,High School,Italy,French,4.04,3,2,19.27,1
Patricia Emma Johnson,23,9,3.29,7.11,9.15,0.95,6.46,8.55,4.57,High School,UK,Mexican,0.33,1,5,30.9,0
Linda Grace Smith,38,10,1.39,5.46,6.62,6.62,5.09,2.41,5.95,High School,UK,Mexican,5.57,2,6,12.54,0
Robert Sophie Brown,32,13,5.97,7.85,7.27,12.63,6.45,6.93,4.86,Associate's,France,French,2.08,3,9,19.11,0
James Edward Davis,41,10,5.87,8.52,8.75,7.6,6.42,2.39,4.39,Associate's,Mexico,Japanese,2.35,4,7,12.76,0
James Christopher Rodriguez,43,12,6.69,7.71,8.41,44.74,6.95,7.16,7.02,Bachelor's,France,Indian,1.61,7,8,12.07,1
James Sophia Martinez,32,10,5.76,8.32,9.43,24.44,8.38,6.28,6.51,High School,India,French,7.62,2,4,19.42,1
John Sophie Johnson,30,8,5.21,5.97,7.53,10.74,6.78,1.23,5.61,Culinary School,Japan,Italian,0.01,4,4,17.75,0
William Alexander Brown,33,11,4.52,6.9,7.19,20.1,7.73,5.08,7.16,High School,Italy,Japanese,4.39,5,2,14.94,0
Elizabeth Benjamin Martinez,32,5,8.65,6.11,6.83,30.37,5.93,5.64,2.59,Culinary School,Mexico,French,0.87,0,6,24.19,0
William Benjamin Miller,33,10,7.67,7.12,8.53,10.38,5.91,5.56,3.61,High School,USA,French,5.52,4,2,26.49,0
Mary Olivia Johnson,53,17,5.37,3.14,6.28,20.14,7.77,2.96,4.02,Bachelor's,France,French,3.46,5,3,22.56,1
Elizabeth Edward Rodriguez,40,18,3.08,5.47,6.69,12.51,3.93,4.38,5.51,Associate's,UK,Indian,0.28,5,3,10.62,0
William Emma Miller,40,11,3.34,5.46,9.17,13.63,7.68,5.58,4.96,High School,China,Mexican,4.61,4,2,21.7,0
Patricia Grace Williams,48,11,6.7,6.37,8.55,29.52,6.45,1.0,4.31,High School,USA,Mexican,5.71,2,8,21.65,0
John Alexander Williams,38,11,6.51,7.32,9.96,20.13,7.52,8.58,8.71,Associate's,India,French,2.48,4,11,15.79,1
Patricia Sophie Williams,46,14,6.65,7.2,8.85,5.95,5.53,1.8,4.43,High School,Japan,French,7.66,1,8,21.73,0
Elizabeth Sophie Brown,43,11,5.83,6.54,7.38,21.81,6.43,4.59,5.19,Associate's,Mexico,Mexican,3.71,1,5,17.47,0
John Christopher Williams,18,0,2.73,6.9,7.97,1.61,5.69,1.26,4.47,Associate's,Mexico,Indian,7.49,4,7,15.9,0
Barbara Benjamin Martinez,44,17,6.16,10.0,10.0,22.42,5.91,5.5,3.3,Bachelor's,Brazil,Japanese,5.79,1,5,14.09,1
John Olivia Smith,42,9,5.64,7.03,7.88,11.11,6.49,1.0,5.9,Culinary School,Brazil,Mexican,8.69,1,4,24.17,0
Patricia Benjamin Smith,34,8,6.72,7.35,8.92,29.71,6.83,1.0,3.37,High School,France,French,5.47,1,3,26.47,1
James Daniel Brown,22,9,6.61,6.42,8.34,20.22,7.4,3.64,2.01,High School,Mexico,Indian,1.86,4,6,19.29,1
Robert Grace Williams,34,7,4.64,5.68,8.65,5.74,5.88,1.0,1.84,High School,India,Indian,8.23,2,6,24.92,0
James Sophie Davis,39,15,8.58,7.88,9.44,8.11,6.7,4.04,4.41,Bachelor's,USA,French,7.83,2,4,27.63,1
John Alexander Brown,35,11,8.31,7.28,10.0,39.36,6.45,1.0,6.51,Culinary School,USA,Italian,9.72,1,4,20.66,1
William Sophia Davis,32,10,8.47,8.04,10.0,22.29,7.17,10.0,6.43,Culinary School,USA,Indian,0.94,1,0,19.61,1
Elizabeth Benjamin Brown,28,8,6.98,5.92,9.03,10.68,5.43,2.12,3.0,Culinary School,Germany,Mexican,5.91,3,7,22.35,0
Robert Daniel Smith,61,25,6.42,7.28,9.75,16.86,6.7,1.93,5.46,Bachelor's,Japan,Italian,4.92,2,4,15.81,0
John Alexander Williams,33,8,7.74,10.0,9.2,9.32,7.24,5.18,4.88,Culinary School,China,Japanese,6.71,5,5,22.73,1
Linda Edward Garcia,35,5,7.12,7.93,8.55,38.33,7.61,9.35,5.88,High School,Brazil,Mexican,9.8,6,6,20.76,0
Barbara Sophie Jones,53,26,9.87,7.8,10.0,33.64,7.65,8.11,2.81,Culinary School,France,French,5.32,3,7,13.47,1
Barbara Alexander Davis,36,7,1.95,7.12,7.64,16.64,5.16,3.51,4.98,Bachelor's,China,Italian,6.86,1,4,13.53,0
Mary Emma Brown,19,5,6.21,6.28,7.24,27.11,8.08,1.0,3.61,High School,China,Mexican,3.47,2,7,15.07,0
Elizabeth Sophia Brown,32,9,7.24,6.6,9.47,21.03,8.08,8.32,4.45,High School,India,Indian,2.99,6,3,22.56,0
Robert Alexander Brown,45,13,6.67,7.54,7.51,25.28,6.53,2.88,4.7,High School,India,French,3.35,6,3,18.31,0
Barbara Edward Johnson,45,17,9.67,8.25,8.11,32.37,8.23,8.61,8.46,Bachelor's,India,Italian,0.39,1,7,19.87,1
Linda Christopher Davis,40,7,7.59,6.95,10.0,7.76,4.89,5.46,3.82,Associate's,USA,Indian,2.85,4,6,26.83,0
Barbara Olivia Martinez,41,13,7.4,5.66,6.37,6.94,5.52,3.5,2.72,High School,Mexico,French,1.73,6,8,22.21,0
James Sophia Brown,41,16,3.51,8.49,10.0,14.64,6.42,5.94,1.43,Bachelor's,Italy,French,4.57,4,4,16.79,1
Mary Sophie Garcia,35,13,10.0,8.76,9.93,33.22,7.64,4.03,5.4,High School,India,Italian,4.61,2,8,15.06,1
Patricia Christopher Williams,19,3,4.96,4.28,9.12,1.82,4.99,1.82,5.06,Bachelor's,Germany,Italian,7.65,6,7,21.53,0
Mary Daniel Garcia,41,16,6.3,6.22,7.94,28.19,4.86,2.94,6.3,Bachelor's,Japan,Italian,5.02,1,3,15.14,0
John Sophia Rodriguez,38,10,6.05,8.08,5.43,12.75,7.48,5.77,5.83,Culinary School,China,Mexican,4.63,5,6,26.27,0
Linda Christopher Davis,22,4,3.39,9.21,6.37,26.1,7.41,3.4,5.69,High School,UK,French,2.32,3,3,21.23,0
Mary Emma Garcia,25,5,3.31,5.38,9.02,18.59,6.34,1.06,6.17,Culinary School,Germany,Japanese,8.52,2,4,20.65,0
Michael Benjamin Garcia,30,2,5.8,7.7,8.76,13.6,6.4,4.05,3.8,High School,UK,Indian,0.91,1,6,15.23,0
John Olivia Jones,38,11,7.3,7.37,7.35,22.5,8.54,5.83,4.87,Associate's,China,Italian,9.82,3,3,23.1,1
Linda Edward Rodriguez,33,2,3.18,6.26,5.07,24.62,5.74,1.0,5.58,Associate's,France,French,4.76,1,5,25.64,0
Robert Sophia Miller,25,6,6.02,7.76,7.53,28.25,6.79,7.51,6.83,Associate's,India,Indian,1.86,2,7,19.32,0
Linda Sophia Brown,44,7,8.13,9.53,7.75,14.31,6.08,5.66,3.23,Culinary School,France,Japanese,3.54,0,8,24.64,0
James Sophie Johnson,41,13,3.55,4.98,5.23,4.01,5.18,1.0,2.33,Associate's,Germany,Indian,0.15,2,3,17.98,0
Barbara Grace Rodriguez,27,13,10.0,10.0,10.0,9.67,6.29,10.0,5.44,Culinary School,France,Japanese,1.67,1,8,19.69,0
Elizabeth Emma Jones,32,10,6.93,8.72,8.06,9.3,6.54,8.66,9.37,High School,Germany,Italian,3.35,5,4,30.43,1
William Grace Smith,25,6,7.62,4.97,7.75,17.82,6.24,10.0,5.63,High School,Italy,Mexican,5.54,4,3,18.14,0
William Sophia Brown,62,19,6.4,8.33,6.66,26.15,4.29,5.79,4.79,Associate's,UK,Japanese,1.29,5,1,22.7,0
Mary Emma Smith,38,14,5.47,8.75,10.0,23.0,6.33,2.2,1.66,High School,Italy,Italian,6.76,8,6,18.05,1
Patricia Sophie Martinez,39,11,1.99,4.13,5.01,23.61,5.69,4.0,7.04,Culinary School,China,Indian,8.44,1,3,21.4,0
Michael Benjamin Davis,49,12,7.14,5.86,10.0,28.81,5.55,5.53,7.02,Bachelor's,India,Indian,5.72,1,9,23.48,0
Mary Sophie Davis,50,18,5.75,8.5,5.64,26.03,6.71,6.8,5.91,Associate's,USA,Indian,2.97,2,1,15.5,0
Patricia Christopher Martinez,29,2,7.12,7.19,10.0,17.63,6.14,7.48,2.98,Bachelor's,China,Mexican,1.21,1,4,16.47,0
Barbara Olivia Jones,26,9,6.04,7.34,9.98,18.7,5.81,7.54,2.58,Associate's,Brazil,French,0.16,3,5,22.84,0
Linda Edward Johnson,18,8,6.74,5.66,10.0,25.84,7.44,1.8,2.81,High School,Germany,Japanese,7.32,0,2,20.81,0
John Edward Williams,32,15,5.99,5.71,7.67,17.26,6.69,5.99,8.49,Associate's,USA,French,6.28,4,4,25.86,0
Robert Benjamin Martinez,18,10,6.49,6.92,5.49,30.22,7.56,5.74,4.07,Associate's,Brazil,Indian,4.76,3,5,21.35,0
Patricia Benjamin Martinez,45,10,7.57,7.36,5.62,18.89,5.87,4.48,4.89,Culinary School,Italy,Mexican,1.02,2,2,29.3,0
Patricia Alexander Davis,43,10,4.04,5.74,5.15,23.51,6.55,7.73,7.6,High School,Brazil,Italian,2.07,3,6,23.48,0
Elizabeth Daniel Garcia,41,13,4.91,8.1,9.13,12.82,5.6,2.55,3.75,Associate's,India,Mexican,8.15,1,6,29.39,0
Michael Olivia Smith,35,12,5.6,7.69,10.0,24.34,6.25,3.53,6.59,High School,France,French,4.8,2,9,28.45,0
Michael Edward Brown,31,10,5.63,7.39,9.94,17.67,5.45,1.85,4.37,High School,Japan,Indian,9.63,1,5,16.79,0
Mary Alexander Davis,42,8,1.9,6.55,5.34,25.49,6.89,2.91,5.43,Associate's,China,Japanese,10.0,4,7,27.4,0
William Benjamin Davis,43,11,6.55,8.0,6.19,19.57,7.05,9.76,9.57,High School,Mexico,Mexican,8.01,2,6,24.7,1
Barbara Alexander Davis,34,4,5.97,4.36,5.99,8.88,5.96,2.16,2.7,Bachelor's,UK,French,2.58,5,3,24.35,0
Mary Grace Brown,32,11,4.04,4.33,6.48,12.24,5.78,1.0,3.0,Associate's,France,French,2.31,1,5,25.93,0
Elizabeth Daniel Johnson,51,10,5.99,9.1,6.69,17.64,5.57,4.88,5.22,High School,Germany,Italian,2.54,3,5,18.45,0
Robert Sophie Garcia,35,14,3.78,9.67,9.1,23.51,7.33,9.0,4.79,Associate's,Japan,Japanese,9.87,3,6,21.64,1
John Edward Smith,29,6,8.73,10.0,8.84,28.03,7.95,5.42,2.65,High School,USA,French,3.35,6,7,17.9,0
Barbara Emma Brown,24,8,1.53,4.76,7.32,14.9,6.1,2.16,6.44,Bachelor's,Germany,Japanese,7.06,4,8,31.55,0
William Alexander Rodriguez,39,11,1.78,4.6,6.18,19.13,7.1,2.07,3.71,High School,China,Indian,9.59,1,3,16.24,0
Mary Emma Davis,43,11,4.56,4.73,9.13,17.88,5.02,4.23,2.03,High School,Germany,Mexican,8.2,5,3,13.61,0
Mary Christopher Martinez,25,6,5.02,7.82,6.95,13.87,5.79,6.96,8.32,Associate's,USA,French,5.98,2,5,15.91,0
Elizabeth Sophie Jones,50,9,5.76,3.85,8.54,6.77,5.19,6.36,5.0,Culinary School,UK,Indian,1.69,2,5,19.73,0
Elizabeth Sophie Williams,37,13,8.01,5.73,8.45,30.92,6.74,6.99,4.69,Bachelor's,UK,Italian,1.75,3,5,19.69,0
Patricia Christopher Smith,59,17,3.54,6.79,10.0,39.83,4.55,8.09,7.32,High School,India,Japanese,4.92,1,5,24.45,1
Patricia Edward Davis,32,20,9.41,6.36,7.13,20.09,5.45,3.75,5.33,High School,Germany,Indian,9.52,1,4,20.15,0
Robert Benjamin Johnson,64,21,6.13,7.22,8.32,19.48,6.44,2.57,6.02,Associate's,Mexico,Japanese,9.04,3,3,17.53,1
Barbara Olivia Jones,40,11,9.84,8.17,8.17,24.02,7.25,4.55,2.73,Bachelor's,India,Japanese,1.66,2,3,22.41,0
Michael Alexander Garcia,36,14,7.37,10.0,10.0,37.73,8.64,7.26,8.04,High School,Mexico,French,2.88,4,5,25.82,1
Elizabeth Edward Miller,59,24,10.0,8.83,10.0,25.02,7.36,5.49,10.0,Associate's,France,Japanese,5.89,1,5,21.04,1
Robert Emma Miller,38,9,7.61,8.39,7.5,11.36,6.05,6.5,5.25,High School,India,Indian,4.77,4,8,24.34,1
Linda Christopher Johnson,27,8,4.4,6.15,9.17,19.88,6.17,1.0,3.68,High School,Brazil,Italian,1.19,2,1,20.42,0
John Sophie Jones,49,15,9.42,8.37,9.71,1.15,4.06,1.73,4.25,Associate's,Germany,French,3.69,3,5,18.7,0
James Sophia Miller,35,11,4.95,6.34,8.48,20.74,6.3,1.0,1.37,High School,UK,Mexican,9.55,3,2,23.49,1
Barbara Daniel Jones,44,12,4.99,6.84,10.0,17.3,5.84,4.54,1.99,High School,Germany,Italian,9.51,4,1,21.14,0
James Edward Johnson,36,9,5.38,6.44,6.88,15.15,5.29,5.09,2.2,High School,UK,Indian,5.59,5,9,25.02,0
Elizabeth Alexander Johnson,24,6,5.82,4.17,7.07,20.21,7.11,4.12,7.08,Associate's,UK,French,6.35,1,2,27.71,0
Patricia Grace Garcia,20,1,7.72,7.75,9.99,14.66,5.6,6.54,2.17,High School,UK,Japanese,2.22,2,8,19.43,0
Barbara Edward Davis,40,15,6.07,7.97,8.64,24.04,6.87,3.95,10.0,Associate's,France,Italian,7.42,4,9,23.23,1
Barbara Edward Davis,33,11,8.55,7.94,9.35,15.39,6.33,3.08,3.64,Culinary School,Japan,French,0.52,3,7,25.34,0
Mary Daniel Williams,34,5,4.37,6.72,8.37,27.93,6.0,6.57,5.74,High School,USA,Mexican,2.21,7,3,22.05,0
James Sophia Rodriguez,18,3,7.7,8.98,10.0,20.12,6.93,8.01,7.55,Associate's,France,Mexican,0.06,6,5,22.55,0
Barbara Emma Johnson,24,2,6.39,8.45,8.03,21.23,6.37,5.54,6.16,Bachelor's,Brazil,Mexican,3.86,4,7,20.72,0
James Sophia Garcia,38,15,10.0,6.4,10.0,21.18,4.93,2.68,2.31,High School,Italy,French,8.5,5,6,21.28,0
Robert Grace Smith,31,5,5.21,3.27,6.82,16.96,4.33,1.0,4.38,High School,France,Italian,9.83,0,1,22.61,0
John Christopher Rodriguez,38,9,4.28,7.62,6.57,14.38,6.37,5.87,8.33,High School,USA,Japanese,6.68,6,5,16.96,0
Barbara Edward Jones,27,5,4.72,7.33,6.62,12.73,5.81,3.2,2.43,Associate's,Germany,Italian,7.45,4,7,11.51,0
Patricia Benjamin Williams,30,10,5.57,7.1,8.91,8.67,5.56,1.0,6.05,Associate's,China,Japanese,2.63,1,4,19.56,0
Patricia Christopher Martinez,34,13,9.56,7.24,9.39,21.39,8.28,6.74,6.95,High School,UK,Italian,5.2,4,7,19.15,0
Michael Edward Brown,32,7,5.13,7.63,8.3,28.9,6.63,5.99,4.13,Bachelor's,Japan,Italian,7.37,2,4,28.1,0
Robert Christopher Brown,49,19,4.07,6.76,8.48,23.86,5.93,10.0,4.29,Bachelor's,USA,French,4.97,4,5,21.48,1
John Daniel Jones,36,10,4.74,6.78,4.25,24.06,5.96,7.67,4.48,High School,India,Mexican,0.89,3,3,22.81,0
Mary Edward Smith,48,18,3.35,8.02,8.88,17.65,5.99,8.32,5.34,Bachelor's,Brazil,Mexican,7.41,4,5,17.94,0
Patricia Daniel Davis,40,12,8.3,7.98,10.0,20.58,7.34,1.0,4.33,High School,Japan,Mexican,2.2,0,2,17.02,0
Elizabeth Emma Miller,23,0,8.48,7.92,6.69,25.8,7.25,6.3,5.02,Associate's,Japan,Mexican,0.98,1,4,15.83,0
William Emma Miller,20,7,5.27,7.47,4.34,13.36,6.35,7.17,7.22,High School,France,Italian,4.78,5,8,13.7,0
Mary Daniel Miller,27,16,2.85,7.2,8.11,26.89,7.56,1.0,4.7,Associate's,Brazil,Mexican,0.75,2,4,23.63,0
Mary Christopher Brown,27,8,7.41,6.29,8.05,0.0,6.95,8.16,2.54,High School,Japan,Italian,6.29,3,2,21.53,1
Michael Sophie Rodriguez,20,0,4.73,4.69,5.42,9.82,5.32,1.0,0.0,Associate's,Mexico,Japanese,6.4,5,8,27.39,0
William Christopher Davis,36,7,5.08,7.81,6.4,19.09,5.72,7.47,4.99,High School,India,Indian,2.57,5,2,22.75,0
John Sophie Johnson,36,13,6.38,8.66,9.43,22.55,6.35,3.83,3.17,Bachelor's,USA,Indian,9.65,1,4,21.21,0
John Sophie Rodriguez,41,13,2.05,5.7,5.76,1.65,4.52,1.0,6.1,High School,USA,Japanese,8.24,0,3,10.09,0
Patricia Alexander Johnson,41,5,7.4,7.46,7.1,30.23,7.72,4.66,3.06,High School,USA,Italian,1.1,1,10,29.54,1
Michael Grace Williams,21,9,6.47,6.6,9.97,26.83,6.62,2.72,6.64,High School,Brazil,Mexican,7.49,1,4,20.2,0
Elizabeth Benjamin Davis,40,12,8.65,7.82,10.0,30.34,6.99,3.89,4.04,High School,China,French,3.53,4,5,9.58,0
Michael Alexander Davis,48,12,6.3,6.47,7.11,12.89,5.24,1.0,1.88,Bachelor's,China,Italian,7.5,6,5,21.13,0
John Christopher Miller,44,16,4.38,7.19,9.75,27.34,6.17,4.31,6.88,Culinary School,China,Italian,8.01,4,5,15.95,0
John Olivia Davis,44,11,3.1,6.96,6.52,31.2,7.3,5.4,6.94,Bachelor's,Brazil,Japanese,1.51,2,5,15.77,0
William Emma Johnson,53,15,6.92,8.44,9.43,10.56,6.11,3.1,6.07,Bachelor's,India,Japanese,6.62,1,9,21.33,1
Barbara Sophia Johnson,32,9,5.8,5.58,5.66,7.41,6.59,9.4,3.28,High School,India,French,8.63,1,3,17.06,0
William Grace Miller,43,17,2.43,7.87,3.74,13.64,6.37,3.57,4.03,High School,Brazil,Mexican,3.23,5,2,25.13,0
John Alexander Davis,39,9,4.05,6.95,4.75,13.39,5.73,9.93,2.84,Associate's,UK,Indian,0.8,3,2,19.42,0
Michael Benjamin Smith,45,15,5.13,7.36,9.07,16.68,6.67,9.45,5.11,Culinary School,Japan,Mexican,0.27,2,4,22.0,0
Elizabeth Sophie Jones,37,11,6.11,8.25,8.25,24.7,7.07,1.19,5.48,Associate's,Brazil,Mexican,1.1,6,11,22.83,1
John Christopher Smith,40,14,6.32,7.27,9.95,29.4,8.03,1.0,5.15,High School,Japan,Italian,0.04,6,7,21.26,1
Michael Grace Jones,21,9,5.02,7.07,7.77,25.45,7.31,3.73,2.46,High School,India,French,3.27,3,3,21.07,0
Elizabeth Grace Davis,49,11,6.8,5.83,7.15,0.3,6.52,3.19,1.8,High School,Italy,Italian,2.99,8,8,20.71,0
John Alexander Garcia,25,8,4.78,6.55,4.55,5.71,6.15,7.68,5.43,High School,USA,Japanese,1.1,5,1,27.47,0
Barbara Daniel Garcia,40,13,7.28,8.63,9.07,25.11,6.19,2.34,3.82,Bachelor's,Japan,Indian,6.51,4,4,24.22,0
Robert Olivia Martinez,47,22,7.52,7.96,8.5,22.16,5.98,4.7,2.75,High School,Mexico,French,9.92,2,7,16.55,1
Patricia Daniel Johnson,39,10,8.52,5.77,8.31,13.5,7.27,6.2,8.33,Bachelor's,India,French,9.01,4,3,14.44,0
William Olivia Brown,38,10,5.08,4.58,7.87,10.86,5.85,10.0,3.95,Culinary School,Germany,Mexican,2.53,5,9,16.03,0
Michael Alexander Jones,39,8,5.93,5.41,7.44,13.16,6.03,4.87,3.65,Bachelor's,China,Italian,7.7,1,4,22.14,0
Mary Grace Johnson,23,2,3.23,5.28,6.96,20.91,6.32,4.13,0.58,Culinary School,Germany,Mexican,9.37,3,5,14.48,0
Mary Christopher Brown,51,11,3.48,7.0,10.0,10.67,5.95,4.86,7.81,High School,China,Mexican,9.06,2,5,16.74,0
James Emma Williams,34,12,3.14,4.19,3.91,5.8,5.43,2.07,5.81,Culinary School,Germany,French,8.85,3,4,13.28,0
Barbara Grace Davis,42,9,3.65,5.21,5.66,15.14,5.7,2.78,8.17,High School,Brazil,Indian,7.86,2,9,24.66,0
Linda Christopher Martinez,45,18,7.41,9.46,10.0,16.62,7.85,4.17,5.55,Bachelor's,USA,Japanese,2.93,2,4,23.31,1
Linda Emma Brown,31,5,5.81,6.54,7.72,0.0,4.74,7.16,0.0,High School,UK,Mexican,0.84,4,4,24.39,0
James Grace Davis,39,11,5.75,8.44,7.52,16.92,6.39,8.44,3.91,Associate's,China,Indian,4.88,3,2,17.63,0
William Sophie Davis,27,5,3.61,6.9,8.61,0.0,6.77,6.74,5.57,High School,USA,Mexican,0.55,2,5,11.21,0
Elizabeth Emma Smith,39,10,8.09,6.01,9.09,30.31,7.14,4.31,4.37,High School,Brazil,Indian,9.98,4,3,15.83,1
Linda Daniel Smith,25,8,3.87,6.95,6.92,45.34,6.96,9.54,6.37,Culinary School,USA,Italian,3.58,2,7,13.26,0
William Emma Davis,44,15,4.4,6.21,7.09,20.08,6.9,10.0,8.26,Bachelor's,Brazil,Japanese,9.58,1,4,13.21,1
Barbara Edward Smith,24,4,5.2,7.59,7.88,20.28,7.16,5.71,4.87,Associate's,France,French,7.73,1,8,25.68,1
Linda Edward Davis,40,17,8.43,7.77,10.0,39.94,7.35,2.27,4.46,Associate's,Mexico,Italian,4.11,3,6,18.77,0
Patricia Christopher Rodriguez,23,11,6.5,5.79,5.93,7.98,7.1,1.0,2.97,Bachelor's,Germany,Mexican,1.18,4,1,21.45,0
Robert Edward Smith,49,17,5.55,4.22,3.34,14.24,4.67,1.62,4.63,High School,Germany,Mexican,2.37,2,3,25.52,0
Elizabeth Edward Martinez,45,13,6.0,8.08,7.77,20.61,8.35,5.05,6.35,Bachelor's,Brazil,Japanese,6.73,4,6,14.9,1
William Emma Miller,34,6,7.15,6.83,9.85,24.31,5.6,6.79,6.79,Associate's,India,Japanese,8.3,3,4,23.07,0
Linda Sophie Miller,41,9,3.48,2.02,4.71,11.29,4.57,3.05,5.37,Associate's,UK,Japanese,9.79,2,2,12.74,0
Mary Benjamin Brown,35,12,1.75,4.85,8.31,2.33,5.61,4.55,3.41,Culinary School,UK,Mexican,1.32,1,4,21.26,0
John Edward Brown,42,13,7.34,8.92,6.07,26.88,7.38,10.0,8.94,Associate's,China,Mexican,1.56,4,3,25.34,1
Elizabeth Alexander Davis,39,9,3.0,5.04,6.52,16.58,5.84,3.16,3.89,Associate's,China,French,0.42,2,3,14.3,0
Patricia Edward Rodriguez,39,11,8.08,9.91,6.93,37.94,7.07,6.37,6.3,Culinary School,Japan,Japanese,2.6,2,4,24.14,0
William Edward Miller,45,11,6.92,7.34,9.22,16.53,7.49,4.11,2.4,Culinary School,Germany,Indian,8.21,2,14,21.12,1
William Daniel Davis,35,12,8.48,8.34,10.0,32.21,6.09,2.51,6.69,Culinary School,Mexico,French,1.98,2,5,17.73,1
Mary Sophie Brown,29,5,6.49,6.66,7.86,17.17,5.09,6.99,4.29,Associate's,Mexico,Indian,5.48,2,7,14.0,0
Patricia Benjamin Smith,18,0,6.84,9.43,9.63,14.24,7.44,8.36,3.7,High School,Germany,Italian,4.46,5,4,21.21,1
Linda Christopher Williams,33,6,7.36,7.23,9.2,29.08,7.41,1.0,3.57,High School,Italy,Japanese,3.26,7,4,22.47,0
Michael Emma Brown,26,10,2.46,5.47,8.02,16.82,6.37,1.97,3.73,High School,Brazil,French,6.18,2,2,18.41,0
William Sophie Rodriguez,59,21,10.0,8.79,9.31,34.03,8.24,6.59,6.57,Bachelor's,Brazil,French,5.02,2,6,15.09,1
John Daniel Miller,46,15,4.52,4.68,10.0,18.88,5.86,4.32,4.61,High School,USA,Italian,3.35,2,4,23.81,0
James Alexander Johnson,50,16,10.0,8.23,9.43,36.18,7.08,7.74,7.41,Associate's,India,Italian,6.89,6,0,25.92,1
Patricia Grace Martinez,28,11,4.7,6.31,7.79,44.18,7.71,4.98,4.39,Culinary School,China,Italian,2.8,2,5,24.77,0
Elizabeth Christopher Johnson,37,5,5.54,5.69,9.28,17.01,5.72,4.38,7.07,Culinary School,Mexico,French,6.43,4,2,27.95,0
Barbara Emma Williams,44,17,8.92,8.08,7.78,22.48,6.94,6.33,2.03,High School,India,Mexican,9.57,3,8,16.74,1
Mary Edward Smith,36,12,6.58,5.32,9.11,30.61,7.19,1.24,5.29,High School,Brazil,Indian,7.29,3,6,12.92,1
Linda Daniel Rodriguez,30,9,4.32,6.53,6.68,8.82,5.29,2.34,7.73,Bachelor's,USA,Indian,4.18,0,5,22.05,0
Michael Sophie Johnson,35,9,2.9,6.64,10.0,17.42,5.6,1.0,5.94,Associate's,China,Italian,7.48,0,7,17.99,0
Linda Sophia Miller,49,21,6.02,8.82,10.0,32.37,7.41,8.18,7.6,Bachelor's,Germany,Mexican,8.09,2,4,24.94,1
Linda Sophie Miller,23,7,9.58,8.37,9.34,16.36,7.61,8.93,6.63,Bachelor's,Japan,Mexican,3.26,2,2,14.82,0
Elizabeth Emma Garcia,50,12,3.55,7.95,10.0,27.78,6.96,8.52,5.23,Associate's,China,Italian,7.05,2,4,15.18,1
Mary Grace Garcia,25,12,7.16,8.25,7.78,18.28,8.51,5.74,5.7,High School,USA,Japanese,4.34,2,3,20.34,0
James Olivia Rodriguez,30,10,4.38,7.82,5.31,24.81,6.56,5.37,3.34,Associate's,India,French,8.19,0,3,20.87,0
Barbara Sophia Garcia,31,3,4.65,6.04,9.59,10.78,5.9,5.21,2.92,Associate's,Mexico,Japanese,2.95,3,11,23.37,0
Elizabeth Alexander Davis,22,3,7.67,7.11,5.86,6.29,7.13,1.0,3.42,High School,India,Mexican,9.38,3,2,19.51,1
Mary Sophie Smith,19,4,4.59,5.73,7.76,26.41,6.23,5.3,3.4,Bachelor's,India,Italian,5.75,3,3,10.41,0
James Christopher Garcia,35,5,5.75,5.44,7.32,0.0,5.56,1.0,1.41,Culinary School,China,French,3.53,7,5,37.26,0
William Benjamin Johnson,33,5,2.67,5.41,5.97,11.86,6.61,5.98,3.24,High School,Mexico,Indian,4.19,2,7,20.17,0
Mary Olivia Rodriguez,31,7,7.29,7.5,8.24,17.06,6.29,4.27,1.84,Culinary School,USA,Mexican,3.48,7,5,34.44,0
Barbara Benjamin Martinez,29,6,4.65,6.36,2.79,17.94,6.55,4.31,7.16,Associate's,UK,French,1.46,2,0,19.37,0
Elizabeth Olivia Martinez,35,13,6.86,9.28,7.9,36.46,7.71,10.0,6.39,Bachelor's,Italy,French,0.68,2,5,14.74,0
Linda Emma Rodriguez,18,1,3.21,4.74,5.69,17.21,6.84,7.89,1.04,High School,China,Japanese,3.22,3,9,18.41,0
